"PGA1" "stnm" "stlon" "stlat" "Repi" "siteClass" "AVS30" "event.num" "mag" "eq.type" "depth" "resids"
0.313135471596372 "IWTH21" 141.9336 39.4734 452.824786 "rock" 521 200412030612.69 5.9 "inter-plate" 47.3 0.792360068633323
0.0262545402600812 "IWTH15" 141.0929 39.6148 484.303902 "soft-soil" 337 200412030612.69 5.9 "inter-plate" 47.3 0.659045858677447
-0.00940055790549552 "IWTH16" 140.9465 39.6436 490.304453 "rock" 534 200412030612.69 5.9 "inter-plate" 47.3 0.809881981014787
0.343001485863804 "IWTH04" 141.3909 39.1809 506.13362 "rock" 455 200412030612.69 5.9 "inter-plate" 47.3 1.13610733624179
-0.278228118660146 "IWTH24" 141.0118 39.1979 524.346414 "soft-soil" 486 200412030612.69 5.9 "inter-plate" 47.3 0.65119696020561
0.144881373978723 "IWTH05" 141.3512 38.8654 536.902243 "hard-soil" 429 200412030612.69 5.9 "inter-plate" 47.3 1.01866962035277
0.13168120594906 "IWTH26" 141.0013 38.969 545.034491 "hard-soil" 371 200412030612.69 5.9 "inter-plate" 47.3 1.07082758689797
-0.541626584625222 "MYGH06" 141.071 38.5907 575.796835 "rock" 593 200412030612.69 5.9 "inter-plate" 47.3 0.625384043063975
-0.18298296751639 "MYGH05" 140.7804 38.5793 591.277368 "soft-soil" 305 200412030612.69 5.9 "inter-plate" 47.3 0.987036395700655
0.21039905619019 "MYGH07" 140.6405 38.1802 634.608082 "soft-soil" 365 200412030612.69 5.9 "inter-plate" 47.3 1.57181763487062
0.101792081564389 "MYGH10" 140.8924 37.9411 644.971865 "soft-soil" 347 200412030612.69 5.9 "inter-plate" 47.3 1.43663179935953
1.44992627059526 "CHB018" 140.3222 35.1577 35.601657 "hard-soil" 343 200417151018.17 5.5 "intra-plate" 68.7 -0.0376726481517591
1.78032220962908 "TKY008" 139.3909 34.7852 88.497383 "hard-soil" 445 200417151018.17 5.5 "intra-plate" 68.7 0.608952533296921
1.02426053973263 "KNG005" 139.5462 35.3192 91.128222 "rock" 440 200417151018.17 5.5 "intra-plate" 68.7 -0.180855787564803
1.26423500545265 "KNG012" 139.2048 35.3794 120.922578 "rock" 475 200417151018.17 5.5 "intra-plate" 68.7 0.235875195283956
1.04502657927712 "KNG008" 139.3265 35.5751 124.399051 "hard-soil" 330 200417151018.17 5.5 "intra-plate" 68.7 -0.0341224847488781
0.695648620120527 "SZO010" 138.9349 35.3091 139.752369 "rock" 423 200417151018.17 5.5 "intra-plate" 68.7 -0.224749607475103
0.77214700010745 "YMN003" 138.813 35.4648 156.851972 "rock" 432 200417151018.17 5.5 "intra-plate" 68.7 -0.0762323557455481
0.540929437888719 "IBR006" 140.4528 36.369 170.093312 "hard-soil" 393 200417151018.17 5.5 "intra-plate" 68.7 -0.846732799502446
1.02398857177626 "TKY012" 139.789 33.1161 198.051944 "rock" 597 200417151018.17 5.5 "intra-plate" 68.7 0.487398474589841
0.425633327449326 "TCG006" 140.1297 36.7639 214.665467 "rock" 487 200417151018.17 5.5 "intra-plate" 68.7 -0.464587429103081
0.507231900874786 "TCG010" 139.4376 36.6347 215.967402 "rock" 540 200417151018.17 5.5 "intra-plate" 68.7 -0.215607763517385
